name,url
EPA awards $2.6 million grant to the Alaska Department of Environmental Conservation to protect public drinking water systems,https://www.epa.gov/newsreleases/epa-awards-26-million-grant-alaska-department-environmental-conservation-protect-public
EPA awards $1.6 million grant to the Oregon Health Authority to Protect Public Drinking Water Systems,https://www.epa.gov/newsreleases/epa-awards-16-million-grant-oregon-health-authority-protect-public-drinking-water
"EPA Observes One-Year Anniversary of Superfund Task Force at Kerr-McGee Site in Columbus, Miss.",https://www.epa.gov/newsreleases/epa-observes-one-year-anniversary-superfund-task-force-kerr-mcgee-site-columbus-miss
EPA awards $1.2 million grant to the Idaho Department of Environmental Quality to Protect Public Drinking Water Systems,https://www.epa.gov/newsreleases/epa-awards-12-million-grant-idaho-department-environmental-quality-protect-public
Acting EPA Administrator Wheeler Approves Sorghum Oil Pathways Under RFS,https://www.epa.gov/newsreleases/acting-epa-administrator-wheeler-approves-sorghum-oil-pathways-under-rfs
EPA awards $2.7 million grant to the Washington Department of Health to Protect Public Drinking Water Systems,https://www.epa.gov/newsreleases/epa-awards-27-million-grant-washington-department-health-protect-public-drinking-water
ICYMI: Harrisburg Patriot-News: The EPA wants to hear from you on July 25 on this important issue,https://www.epa.gov/newsreleases/icymi-harrisburg-patriot-news-epa-wants-hear-you-july-25-important-issue-0
Acting Administrator Wheeler Codifies Latest Animal Waste Report Exemptions Under CERCLA,https://www.epa.gov/newsreleases/acting-administrator-wheeler-codifies-latest-animal-waste-report-exemptions-under
Acting EPA Administrator Wheeler Approves Sorghum Oil Pathways Under RFS,https://www.epa.gov/newsreleases/acting-epa-administrator-wheeler-approves-sorghum-oil-pathways-under-rfs
ICYMI: Harrisburg Patriot-News: EPA wants to hear from you July 25 on this important issue,https://www.epa.gov/newsreleases/icymi-harrisburg-patriot-news-epa-wants-hear-you-july-25-important-issue
EPA awards $2.6 million grant to the Alaska Department of Environmental Conservation to protect public drinking water systems,https://www.epa.gov/newsreleases/epa-awards-26-million-grant-alaska-department-environmental-conservation-protect-public
Superfund Task Force Announces One-Year Anniversary Accomplishments,https://www.epa.gov/newsreleases/superfund-task-force-announces-one-year-anniversary-accomplishments
Superfund Task Force Announces One-Year Anniversary Accomplishments and Plan for Year Two,https://www.epa.gov/newsreleases/superfund-task-force-announces-one-year-anniversary-accomplishments-and-plan-year-two
Acting Administrator Wheeler to Make RFS Pathways Announcement,https://www.epa.gov/newsreleases/acting-administrator-wheeler-make-rfs-pathways-announcement
"Rhode Island to Receive More Than $200,000 from EPA for Beach Monitoring",https://www.epa.gov/newsreleases/rhode-island-receive-more-200000-epa-beach-monitoring
Superfund Task Force Announces One-Year Anniversary Accomplishments and Plan for Year Two,https://www.epa.gov/newsreleases/superfund-task-force-announces-one-year-anniversary-accomplishments-and-plan-year-two-0
EPA to host Smart Sectors meeting with Colorado agriculture leaders in Greeley on July 24,https://www.epa.gov/newsreleases/epa-host-smart-sectors-meeting-colorado-agriculture-leaders-greeley-july-24
"Pilot Project Advances EPA’s Cleanup of Gowanus Canal Superfund Site in Brooklyn, NY",https://www.epa.gov/newsreleases/pilot-project-advances-epas-cleanup-gowanus-canal-superfund-site-brooklyn-ny
Superfund Task Force Announces One-Year Anniversary Accomplishments and Plan for Year Two,https://www.epa.gov/newsreleases/superfund-task-force-announces-one-year-anniversary-accomplishments-and-plan-year-two-1
EPA announces $26.6 million cleanup at former DuPont/Chemours plant in East Chicago,https://www.epa.gov/newsreleases/epa-announces-266-million-cleanup-former-dupontchemours-plant-east-chicago
"EPA Proposes Deletion of Union Chemical Company Superfund Site in South Hope, Maine",https://www.epa.gov/newsreleases/epa-proposes-deletion-union-chemical-company-superfund-site-south-hope-maine
EPA Proposes Deletion of the Old Southington Landfill Superfund Site,https://www.epa.gov/newsreleases/epa-proposes-deletion-old-southington-landfill-superfund-site
EPA To Hold PFAS Community Engagement in Colorado Springs,https://www.epa.gov/newsreleases/epa-hold-pfas-community-engagement-colorado-springs
EPA Proposes Deletion of the Old Southington Landfill Superfund Site,https://www.epa.gov/newsreleases/epa-proposes-deletion-old-southington-landfill-superfund-site
EPA announces $26.6 million cleanup at former DuPont/Chemours plant in East Chicago,https://www.epa.gov/newsreleases/epa-announces-266-million-cleanup-former-dupontchemours-plant-east-chicago
EPA Signs MOU with New Mexico to Explore Wastewater Reuse Options in Oil and Natural Gas Industry,https://www.epa.gov/newsreleases/epa-signs-mou-new-mexico-explore-wastewater-reuse-options-oil-and-natural-gas-industry
"EPA Announces Public Comment Period on Draft Clean Air Act Permit for Veolia’s Hazardous Waste Incinerator in Sauget, Illinois",https://www.epa.gov/newsreleases/epa-announces-public-comment-period-draft-clean-air-act-permit-veolias-hazardous-waste
EPA Finalizes First Amendments to the Coal Ash Disposal Regulations Providing Flexibilities for States and $30M in Annual Cost Savings,https://www.epa.gov/newsreleases/epa-finalizes-first-amendments-coal-ash-disposal-regulations-providing-flexibilities
EPA Finalizes Last 2015 Ozone Designations for 8 Counties in Texas,https://www.epa.gov/newsreleases/epa-finalizes-last-2015-ozone-designations-8-counties-texas
"EPA awards $330,000 to Nevada for environmental protection",https://www.epa.gov/newsreleases/epa-awards-330000-nevada-environmental-protection
EPA Finalizes Last 2015 Ozone Designations for 8 Counties in Texas This Action Completes Designations Process for 2015 Ozone Standard,https://www.epa.gov/newsreleases/epa-finalizes-last-2015-ozone-designations-8-counties-texas-action-completes
Hazardous Waste Cleanup Begins at the Lunkenheimer Site in Cincinnati,https://www.epa.gov/newsreleases/hazardous-waste-cleanup-begins-lunkenheimer-site-cincinnati
EPA Settlements Resolve Alleged Violations of Toxic Chemical Reporting Requirements by Four New England Companies,https://www.epa.gov/newsreleases/epa-settlements-resolve-alleged-violations-toxic-chemical-reporting-requirements-four
"Groton, Connecticut Company to Help Protect Thames River Under Settlement with EPA",https://www.epa.gov/newsreleases/groton-connecticut-company-help-protect-thames-river-under-settlement-epa
EPA Awards Grant to Pueblo of Pojoaque to Prevent Radon Exposure,https://www.epa.gov/newsreleases/epa-awards-grant-pueblo-pojoaque-prevent-radon-exposure
EPA to Host Great Lakes Restoration Initiative Plan III Public Engagement Session in Saginaw,https://www.epa.gov/newsreleases/epa-host-great-lakes-restoration-initiative-plan-iii-public-engagement-session-saginaw
Acting Administrator Wheeler Visits Western Pennsylvania,https://www.epa.gov/newsreleases/acting-administrator-wheeler-visits-western-pennsylvania
Media Advisory: Acting Administrator Wheeler to Meet with Washington County Chamber of Commerce in Pennsylvania,https://www.epa.gov/newsreleases/media-advisory-acting-administrator-wheeler-meet-washington-county-chamber-commerce
"La EPA se prepara para la temporada de huracanes 2018, sobre la base de las lecciones aprendidas gracias a las respuestas sostenidas de emergencia en 2017",https://www.epa.gov/newsreleases/la-epa-se-prepara-para-la-temporada-de-huracanes-2018-sobre-la-base-de-las-lecciones
"EPA Prepares for 2018 Hurricane Season, Building on Lessons Learned from Sustained Emergency Responses in 2017",https://www.epa.gov/newsreleases/epa-prepares-2018-hurricane-season-building-lessons-learned-sustained-emergency
"EPA Prepares for 2018 Hurricane Season, Building on Lessons Learned from Sustained Emergency Responses in 2017",https://www.epa.gov/newsreleases/epa-prepares-2018-hurricane-season-building-lessons-learned-sustained-emergency-1
Sustained Emergency Responses in 2017 Guide EPA Preparations for 2018 Hurricane Season,https://www.epa.gov/newsreleases/sustained-emergency-responses-2017-guide-epa-preparations-2018-hurricane-season
"Emergency Removal Action of Asbestos from the MacMillan Ring Free Oil Superfund Site in Norphlet, Arkansas",https://www.epa.gov/newsreleases/emergency-removal-action-asbestos-macmillan-ring-free-oil-superfund-site-norphlet
EPA Releases Agenda for Horsham PFAS Community Engagement Event,https://www.epa.gov/newsreleases/epa-releases-agenda-horsham-pfas-community-engagement-event
Acting Administrator Wheeler Addresses EPA Staff,https://www.epa.gov/newsreleases/acting-administrator-wheeler-addresses-epa-staff
U. S. EPA helps protect Arizona residents from lead paint health hazards,https://www.epa.gov/newsreleases/u-s-epa-helps-protect-arizona-residents-lead-paint-health-hazards
EPA to Host Great Lakes Restoration Initiative Plan III Public Engagement Session in Milwaukee,https://www.epa.gov/newsreleases/epa-host-great-lakes-restoration-initiative-plan-iii-public-engagement-session-0
Media Advisory: Acting Administrator Wheeler to Address EPA Staff,https://www.epa.gov/newsreleases/media-advisory-acting-administrator-wheeler-address-epa-staff
"Cleanup of Contaminated Soil and Sediment in Stream near Dewey Loeffel Superfund Site in Town of Nassau, N.Y. to Begin this Summer",https://www.epa.gov/newsreleases/cleanup-contaminated-soil-and-sediment-stream-near-dewey-loeffel-superfund-site-town
"$100 Million Settlement will Speed Cleanup Work at Centredale Manor Superfund Site in North Providence, R.I.",https://www.epa.gov/newsreleases/100-million-settlement-will-speed-cleanup-work-centredale-manor-superfund-site-north-0
"EPA, FDEP Coordinate on Cleanup Near Fairfax Street Wood Treaters Site in Jacksonville, Fla.",https://www.epa.gov/newsreleases/epa-fdep-coordinate-cleanup-near-fairfax-street-wood-treaters-site-jacksonville-fla
EPA and State Agencies Extend Initiative to Protect Clinch and Powell Rivers,https://www.epa.gov/newsreleases/epa-and-state-agencies-extend-initiative-protect-clinch-and-powell-rivers
"EPA, FDEP Coordinate on Cleanup Near Fairfax Street Wood Treaters Site in Jacksonville, Fla.",https://www.epa.gov/newsreleases/epa-fdep-coordinate-cleanup-near-fairfax-street-wood-treaters-site-jacksonville-fla
EPA and State Agencies Extend Initiative to Protect Clinch and Powell Rivers,https://www.epa.gov/newsreleases/epa-and-state-agencies-extend-initiative-protect-clinch-and-powell-rivers
"EPA Announces $75 Million in Accelerated Funding to Expedite Cleanup of the Colorado Smelter Superfund site in Pueblo, Colo.",https://www.epa.gov/newsreleases/epa-announces-75-million-accelerated-funding-expedite-cleanup-colorado-smelter
Agencies Extend Initiative to Protect Clinch and Powell Rivers,https://www.epa.gov/newsreleases/agencies-extend-initiative-protect-clinch-and-powell-rivers
EPA to Host Great Lakes Restoration Initiative Plan III Public Engagement Session in Duluth,https://www.epa.gov/newsreleases/epa-host-great-lakes-restoration-initiative-plan-iii-public-engagement-session-duluth
"EPA Completes Cleanup of Chemical Hazard in Tonawanda, New York",https://www.epa.gov/newsreleases/epa-completes-cleanup-chemical-hazard-tonawanda-new-york
EPA Approves Oklahoma’s Clean-Air Plan for Transport of Pollutants to Other States,https://www.epa.gov/newsreleases/epa-approves-oklahomas-clean-air-plan-transport-pollutants-other-states
"Poor Air Quality Expected for Maine and Connecticut on Tuesday, July 3, 2018",https://www.epa.gov/newsreleases/poor-air-quality-expected-maine-and-connecticut-tuesday-july-3-2018
U.S. EPA requires stormwater handling improvements at Cabras Marine,https://www.epa.gov/newsreleases/us-epa-requires-stormwater-handling-improvements-cabras-marine
EPA Launches National Electronic Hazardous Waste Tracking System,https://www.epa.gov/newsreleases/epa-launches-national-electronic-hazardous-waste-tracking-system-1
U.S. EPA requires petroleum storage facility to protect Guam’s waterways from oil spills,https://www.epa.gov/newsreleases/us-epa-requires-petroleum-storage-facility-protect-guams-waterways-oil-spills
EPA Launches e-Manifest National Electronic Hazardous Waste Tracking System,https://www.epa.gov/newsreleases/epa-launches-e-manifest-national-electronic-hazardous-waste-tracking-system
"Justice Department, EPA Reach Settlement with MFA Incorporated and MFA Enterprises Incorporated to Address Alleged Chemical Accident Prevention Violations",https://www.epa.gov/newsreleases/justice-department-epa-reach-settlement-mfa-incorporated-and-mfa-enterprises
"EPA Takes Early Action to Address Contaminant Sources at Wilcox Oil Site in Creek Co., OK; Announces Public Meeting",https://www.epa.gov/newsreleases/epa-takes-early-action-address-contaminant-sources-wilcox-oil-site-creek-co-ok
EPA Directs Additional Repairs for San Jacinto River Waste Pits Superfund Site,https://www.epa.gov/newsreleases/epa-directs-additional-repairs-san-jacinto-river-waste-pits-superfund-site
EPA Launches National Electronic Hazardous Waste Tracking System,https://www.epa.gov/newsreleases/epa-launches-national-electronic-hazardous-waste-tracking-system-0
EPA Proposal Addresses “Good Neighbor” Obligations for 2008 Ozone Standard,https://www.epa.gov/newsreleases/epa-proposal-addresses-good-neighbor-obligations-2008-ozone-standard
EPA Week In Review,https://www.epa.gov/newsreleases/epa-week-review
EPA and Army Seek Additional Public Comment on ‘Waters of the U.S.’ Repeal,https://www.epa.gov/newsreleases/epa-and-army-seek-additional-public-comment-waters-us-repeal
EPA Launches National Electronic Hazardous Waste Tracking System,https://www.epa.gov/newsreleases/epa-launches-national-electronic-hazardous-waste-tracking-system
EPA Approves Changes to Arkansas’ Clean-Air Plan for New or Modified Minor Sources of Air Pollution,https://www.epa.gov/newsreleases/epa-approves-changes-arkansas-clean-air-plan-new-or-modified-minor-sources-air
"La EPA planifica adjudicar $311,000 a Nueva York para monitorear la calidad del agua en las playas",https://www.epa.gov/newsreleases/la-epa-planifica-adjudicar-311000-nueva-york-para-monitorear-la-calidad-del-agua-en-las
"La EPA planifica adjudicar $316,000 a Puerto Rico para monitorear la calidad del agua en las playas",https://www.epa.gov/newsreleases/la-epa-planifica-adjudicar-316000-puerto-rico-para-monitorear-la-calidad-del-agua-en
"EPA Recognizes Jersey City, N.J., Superfund Site for Excellence in Reuse",https://www.epa.gov/newsreleases/epa-recognizes-jersey-city-nj-superfund-site-excellence-reuse
"La EPA planifica adjudicar $250,000 para monitorear la calidad del agua en las playas de Nueva Jersey",https://www.epa.gov/newsreleases/la-epa-planifica-adjudicar-250000-para-monitorear-la-calidad-del-agua-en-las-playas-de
EPA Finalizes Cleanup Plan for Casmalia Resources Superfund Site in Santa Barbara County,https://www.epa.gov/newsreleases/epa-finalizes-cleanup-plan-casmalia-resources-superfund-site-santa-barbara-county
"La EPA planifica adjudicar $272,000 a las Islas Vírgenes Estadounidenses para monitorear la calidad del agua en las playas",https://www.epa.gov/newsreleases/la-epa-planifica-adjudicar-272000-las-islas-virgenes-estadounidenses-para-monitorear-la
"EPA Expects to Award up to $348,000 Beach Water Quality Monitoring Grants in Texas",https://www.epa.gov/newsreleases/epa-expects-award-348000-beach-water-quality-monitoring-grants-texas
EPA Plans to Award up to $9.3 Million in Beach Water Quality Monitoring Grants,https://www.epa.gov/newsreleases/epa-plans-award-93-million-beach-water-quality-monitoring-grants-0
EPA Plans to Award up to $9.3 Million in Beach Water Quality Monitoring Grants,https://www.epa.gov/newsreleases/epa-plans-award-93-million-beach-water-quality-monitoring-grants
Hawaii to receive funds for beach monitoring,https://www.epa.gov/newsreleases/hawaii-receive-funds-beach-monitoring
Administrator Pruitt Issues Memo to Increase Regulatory Certainty in Permitting Process,https://www.epa.gov/newsreleases/administrator-pruitt-issues-memo-increase-regulatory-certainty-permitting-process
California to receive funds for beach monitoring,https://www.epa.gov/newsreleases/california-receive-funds-beach-monitoring
EPA Plans to Award up to $9.3 Million in Beach Water Quality Monitoring Grants,https://www.epa.gov/newsreleases/epa-plans-award-93-million-beach-water-quality-monitoring-grants-0
"EPA Plans to Award $244,000 to Virginia for Water Quality Monitoring at Beaches",https://www.epa.gov/newsreleases/epa-plans-award-244000-virginia-water-quality-monitoring-beaches
"EPA Plans to Award More Than $400,000 in Beach Water Quality Monitoring Grants to Florida",https://www.epa.gov/newsreleases/epa-plans-award-more-400000-beach-water-quality-monitoring-grants-florida
EPA Plans to Award up to $9.3 Million in Beach Water Quality Monitoring Grants,https://www.epa.gov/newsreleases/epa-plans-award-93-million-beach-water-quality-monitoring-grants
"EPA Plans to Award $202,000 Grant to Minnesota for Beach Monitoring",https://www.epa.gov/newsreleases/epa-plans-award-202000-grant-minnesota-beach-monitoring
"EPA Plans to Award $225,000 Grant to Illinois for Beach Monitoring",https://www.epa.gov/newsreleases/epa-plans-award-225000-grant-illinois-beach-monitoring
"EPA Plans to Award $245,000 Grant to Michigan for Beach Monitoring",https://www.epa.gov/newsreleases/epa-plans-award-245000-grant-michigan-beach-monitoring
"EPA Plans to Award $215,000 Grant to Wisconsin for Beach Monitoring",https://www.epa.gov/newsreleases/epa-plans-award-215000-grant-wisconsin-beach-monitoring
"Administrator Pruitt Promotes Environmental Stewardship, Innovation, and Partnership at Commission for Environmental Cooperation",https://www.epa.gov/newsreleases/administrator-pruitt-promotes-environmental-stewardship-innovation-and-partnership
"EPA Plans to Award $203,000 Grant to Indiana for Beach Monitoring",https://www.epa.gov/newsreleases/epa-plans-award-203000-grant-indiana-beach-monitoring
The Wall Street Journal: EPA’s Pruitt Wants to Limit His Own Agency’s Authority,https://www.epa.gov/newsreleases/wall-street-journal-epas-pruitt-wants-limit-his-own-agencys-authority
"EPA Plans to Award $50,000 to Bad River Band of the Lake Superior Tribe of Chippewa Indians",https://www.epa.gov/newsreleases/epa-plans-award-50000-bad-river-band-lake-superior-tribe-chippewa-indians
"EPA Plans to Award $311,000 to New York for Beach Water Quality Monitoring",https://www.epa.gov/newsreleases/epa-plans-award-311000-new-york-beach-water-quality-monitoring
"Administrator Pruitt Promotes Environmental Stewardship, Innovation, and Partnership at Commission for Environmental Cooperation",https://www.epa.gov/newsreleases/administrator-pruitt-promotes-environmental-stewardship-innovation-and-partnership
"EPA Expects to Award up to $320,000 Beach Water Quality Monitoring Grants in Louisiana",https://www.epa.gov/newsreleases/epa-expects-award-320000-beach-water-quality-monitoring-grants-louisiana
California to receive funds for beach monitoring,https://www.epa.gov/newsreleases/california-receive-funds-beach-monitoring
"EPA Plans to Award $50,000 to Bad River Band of the Lake Superior Tribe of Chippewa Indians",https://www.epa.gov/newsreleases/epa-plans-award-50000-bad-river-band-lake-superior-tribe-chippewa-indians
"EPA Plans to Award $203,000 Grant to Indiana for Beach Monitoring",https://www.epa.gov/newsreleases/epa-plans-award-203000-grant-indiana-beach-monitoring
"EPA Plans to Award $225,000 Grant to Illinois for Beach Monitoring",https://www.epa.gov/newsreleases/epa-plans-award-225000-grant-illinois-beach-monitoring
"EPA Expects to Award up to $348,000 Beach Water Quality Monitoring Grants in Texas",https://www.epa.gov/newsreleases/epa-expects-award-348000-beach-water-quality-monitoring-grants-texas
The Wall Street Journal: EPA’s Pruitt Wants to Limit His Own Agency’s Authority,https://www.epa.gov/newsreleases/wall-street-journal-epas-pruitt-wants-limit-his-own-agencys-authority
"EPA Plans to Award $213,000 to Erie County, Pennsylvania for Water Quality Monitoring at Beaches",https://www.epa.gov/newsreleases/epa-plans-award-213000-erie-county-pennsylvania-water-quality-monitoring-beaches
"EPA Plans to Award $214,000 Grant to Ohio for Beach Monitoring",https://www.epa.gov/newsreleases/epa-plans-award-214000-grant-ohio-beach-monitoring
"EPA Plans to Award $206,000 to Delaware for Water Quality Monitoring at Beaches",https://www.epa.gov/newsreleases/epa-plans-award-206000-delaware-water-quality-monitoring-beaches
